Document No.,Amount
OPENLA_2744_1,839407.0
OPENLA_2745_1,9732899.0
OPENLA_2746_1,5810220.0
OPENLA_2747_1,3118691.0
OPENLA_2748_1,22541657.0
OPENLA_2749_1,2952077.0
OPENLA_2750_1,2963403.0
OPENLA_2751_1,7772616.0
OPENLA_2752_1,2978772.0
OPENLA_2753_1,3064905.0
OPENLA_2754_1,6093435.0
OPENLA_2755_1,9816338.0
OPENLA_2756_1,2578120.0
OPENLA_2757_1,7330491.0
OPENLA_2758_1,5738025.0
OPENLA_2759_1,17260161.0
OPENLA_2760_1,1328357.0
OPENLA_2761_1,9771278.0
OPENLA_2762_1,5902249.0
OPENLA_2763_1,9598978.0
OPENLA_2764_1,10319068.0
OPENLA_2765_1,394941807.0
OPENLA_2766_1,2363953.0
OPENLA_2767_1,9973056.0
OPENLA_2768_1,939222.0
OPENLA_2769_1,898931.0
OPENLA_2770_1,-59998823.0
OPENLA_2771_1,1409903.0
OPENLA_2772_1,9842144.0
OPENLA_2773_1,6256277.0
OPENLA_2774_1,903046.0
OPENLA_2775_1,445122.0
OPENLA_2776_1,1409795.0
OPENLA_2777_1,13632246.0
OPENLA_2778_1,2560381.0
OPENLA_2779_1,5801754.0
OPENLA_2780_1,6061570.0
OPENLA_2781_1,9219819.0
OPENLA_2782_1,6213043.0
OPENLA_2783_1,3093466.0
OPENLA_2784_1,30472075.0
OPENLA_2785_1,5971642.0
OPENLA_2786_1,31415893.0
OPENLA_2787_1,12319942.0
OPENLA_2788_1,5697538.0
OPENLA_2789_1,8098098.0
OPENLA_2790_1,2475587.0
OPENLA_2791_1,2327926.0
OPENLA_2792_1,488188.0
OPENLA_2793_1,1509408.0
OPENLA_2794_1,9966466.0
OPENLA_2795_1,2987482.0
OPENLA_2796_1,6089561.0
OPENLA_2797_1,4828129.0
OPENLA_2798_1,15811877.0
OPENLA_2799_1,3188307.0
OPENLA_2800_1,1222126.0
OPENLA_2801_1,13110087.0
OPENLA_2802_1,2241690.0
OPENLA_2803_1,6288246.0
OPENLA_2804_1,6200818.0
OPENLA_2805_1,3146793.0
OPENLA_2806_1,6287734.0
OPENLA_2807_1,18871509.0
OPENLA_2808_1,5637645.0
OPENLA_2809_1,14908378.0
OPENLA_2810_1,8403610.0
OPENLA_2811_1,5645262.0
OPENLA_2812_1,160147.0
OPENLA_2813_1,4264250.0
OPENLA_2814_1,2695402.0
OPENLA_2815_1,650352.0
OPENLA_2816_1,2054728.0
OPENLA_2817_1,12203115.0
OPENLA_2818_1,57671120.0
OPENLA_2819_1,10653766.0
OPENLA_2820_1,1092987.0
OPENLA_2821_1,5556568.0
OPENLA_2822_1,2821750.0
OPENLA_2823_1,5723382.0
OPENLA_2824_1,388316677.0
OPENLA_2825_1,-53779580.0
OPENLA_2826_1,7742834.0
OPENLA_2827_1,1704950.0
OPENLA_2828_1,971039.0
OPENLA_2829_1,5639783.0
OPENLA_2830_1,12016435.0
OPENLA_2831_1,7795717.0
OPENLA_2832_1,5655948.0
OPENLA_2833_1,17425030.0
OPENLA_2834_1,3111398.0
OPENLA_2835_1,2779151.0
OPENLA_2836_1,31474430.0
OPENLA_2837_1,10425029.0
OPENLA_2838_1,507492.0
OPENLA_2839_1,2543061.0
OPENLA_2840_1,340430266.0
OPENLA_2841_1,338398348.0
OPENLA_2842_1,5490070.0
OPENLA_2843_1,2624999.0
OPENLA_2844_1,26706210.0
OPENLA_2845_1,5136286.0
OPENLA_2846_1,3104083.0
OPENLA_2847_1,1577150.0
OPENLA_2848_1,2365718.0
OPENLA_2849_1,8761659.0
OPENLA_2850_1,1905.0
OPENLA_2851_1,2421.0
OPENLA_2852_1,1905.0
OPENLA_2853_1,1905.0
OPENLA_2854_1,2441.0
OPENLA_2855_1,1905.0
OPENLA_2856_1,2424.0
OPENLA_2857_1,1147953.0
OPENLA_2858_1,-2109927.0
OPENLA_2859_1,-1636481.0
OPENLA_2860_1,-1643328.0
OPENLA_2861_1,-60037618.0
OPENLA_2862_1,-25087873.0
OPENLA_2863_1,-40768943.0
OPENLA_2864_1,-5171987.0
OPENLA_2865_1,-1940148.0
OPENLA_2866_1,-1807705.0
OPENLA_2867_1,-6866465.0
OPENLA_2868_1,-4057477.0
OPENLA_2869_1,-1533275.0
OPENLA_2870_1,-571421.0
OPENLA_2871_1,-5480688.0
OPENLA_2872_1,-1231926.0
OPENLA_2874_1,-2286162.0
OPENLA_2875_1,-2783390.0
OPENLA_2876_1,-463130.0
OPENLA_2877_1,-2334389.0
OPENLA_2878_1,-902123.0
OPENLA_2879_1,-6145443.0
OPENLA_2880_1,27521.0
OPENLA_2881_1,-1659128.0
OPENLA_2882_1,-3516013.0
OPENLA_2883_1,-5852079.0
OPENLA_2884_1,-2730542.0
OPENLA_2889_1,-92255246.0
OPENLA_2890_1,-101610482.0
OPENLA_2891_1,-110536387.0
OPENLA_2892_1,-30003895.0
OPENLA_2893_1,-7697693.0
OPENLA_2894_1,-2746885.0
OPENLA_2895_1,-340093614.0
OPENLA_2896_1,41464233.0
OPENLA_2897_1,995568.0
OPENLA_2898_1,-1499203.0
OPENLA_2899_1,-1769794.0
OPENLA_2900_1,-19268694.0
OPENLA_2901_1,-7146879.0
OPENLA_2902_1,-4405112.0
OPENLA_2903_1,-324945739.0
OPENLA_2904_1,-532969969.0
OPENLA_2905_1,-371840087.0
OPENLA_2906_1,-6012587.0
OPENLA_2907_1,-6963466.0
OPENLA_2908_1,-341210617.0
OPENLA_2909_1,-1719953.0
OPENLA_2910_1,-2382619.0
OPENLA_2911_1,-1538848.0
OPENLA_2912_1,-607529.0
OPENLA_2913_1,39075773.0
OPENLA_2914_1,-232737779.0
OPENLA_2915_1,-2742093.0
OPENLA_2916_1,-5884037.0
OPENLA_2917_1,-340857715.0
OPENLA_2918_1,-13388869.0
OPENLA_2919_1,-884367.0
OPENLA_2920_1,-7127355.0
OPENLA_2921_1,-1683774.0
OPENLA_2922_1,-5809294.0
OPENLA_2923_1,-394240283.0
OPENLA_2924_1,47097595.0
OPENLA_2925_1,-36602997.0
OPENLA_2926_1,-43238250.0
OPENLA_2927_1,-69181200.0
OPENLA_2931_1,-2116792.0
OPENLA_2932_1,-2105023.0
OPENLA_2933_1,-657250.0
OPENLA_2934_1,-2043325.0
OPENLA_2935_1,-716502.0
OPENLA_2936_1,-4911648.0
OPENLA_2937_1,-7280313.0
OPENLA_2938_1,-3931378.0
OPENLA_2939_1,-10738172.0
OPENLA_2940_1,-381011579.0
OPENLA_2941_1,-4542384.0
OPENLA_2942_1,-393523420.0
OPENLA_2943_1,-6648883.0
OPENLA_2944_1,-1812929.0
OPENLA_2945_1,-2153827.0
OPENLA_2947_1,-22412657.0
OPENLA_2948_1,-16399522.0
OPENLA_2949_1,-18912956.0
OPENLA_2950_1,-2056384.0
OPENLA_2951_1,-98671004.0
OPENLA_2952_1,-8281305.0
OPENLA_2953_1,-15102201.0
OPENLA_2954_1,-3607213.0
OPENLA_2955_1,-298293643.0
OPENLA_2956_1,41977178.0
OPENLA_2957_1,47011957.0
OPENLA_2958_1,-5712873.0
OPENLA_2959_1,-12213248.0
OPENLA_2960_1,-298263470.0
OPENLA_2961_1,-6992109.0
OPENLA_2962_1,-7122962.0
OPENLA_2963_1,-8333440.0
OPENLA_2965_1,-7528834.0
OPENLA_2966_1,-406031691.0
OPENLA_2967_1,101773913.0
OPENLA_2968_1,-3909940.0
OPENLA_2969_1,-11340352.0
OPENLA_2970_1,-968948.0
OPENLA_2971_1,-7131668.0
OPENLA_2973_1,-3223106.0
OPENLA_2974_1,-7397920.0
OPENLA_2976_1,-738971.0
OPENLA_2977_1,-1669650.0
OPENLA_2978_1,-764375.0
OPENLA_2979_1,-9965167.0
OPENLA_2980_1,-9712272.0
OPENLA_2981_1,-9153825.0
OPENLA_2982_1,-5756103.0
OPENLA_2983_1,-8208077.0
OPENLA_2984_1,-2307383.0
OPENLA_2985_1,-12564679.0
OPENLA_2986_1,-348529747.0
OPENLA_2987_1,40268277.0
OPENLA_2988_1,-361296416.0
OPENLA_2989_1,-949025.0
OPENLA_2990_1,-3909851.0
OPENLA_2991_1,-1908139.0
OPENLA_2992_1,41954690.0
OPENLA_2993_1,-486018697.0
OPENLA_2994_1,-309381477.0
OPENLA_2995_1,-5779040.0
OPENLA_2996_1,-6863345.0
OPENLA_2997_1,-821125.0
OPENLA_2998_1,-3904594.0
OPENLA_2999_1,-1596202.0
OPENLA_3000_1,-9258400.0
OPENLA_3001_1,-11387700.0
OPENLA_3002_1,-730364.0
OPENLA_3003_1,-361669.0
OPENLA_3004_1,-380426607.0
OPENLA_3005_1,44176136.0
OPENLA_3006_1,-302357270.0
OPENLA_3007_1,-6968528.0
OPENLA_3008_1,-8363081.0
OPENLA_3009_1,-510543.0
OPENLA_3010_1,-5819194.0
OPENLA_3011_1,-6985377.0
OPENLA_3012_1,-2088076.0
OPENLA_3013_1,-2088076.0
OPENLA_3014_1,287350.0
OPENLA_3015_1,287350.0
OPENLA_3016_1,-7228438.0
OPENLA_3017_1,-1941058.0
OPENLA_3018_1,-1949885.0
OPENLA_3019_1,-1949885.0
OPENLA_3020_1,-1965497.0
OPENLA_3021_1,-1917101.0
OPENLA_3022_1,-1862460.0
OPENLA_3023_1,-1860899.0
OPENLA_3024_1,-2077644.0
OPENLA_3025_1,285914.0
OPENLA_3026_1,-2077644.0
OPENLA_3027_1,285914.0
OPENLA_3028_1,-7301693.0
OPENLA_3029_1,-759172.0
OPENLA_3030_1,-1904009.0
OPENLA_3031_1,-1902489.0
OPENLA_3032_1,-6668437.0
OPENLA_3033_1,-1896411.0
OPENLA_3034_1,-759172.0
OPENLA_3035_1,-1867501.0
OPENLA_3036_1,-190649020.0
OPENLA_3037_1,-118243003.0
OPENLA_3038_1,-7013399.0
OPENLA_3039_1,-1912285.0
OPENLA_3040_1,-1912285.0
OPENLA_3041_1,-1912285.0
OPENLA_3042_1,-1821866.0
OPENLA_3043_1,-1899230.0
OPENLA_3044_1,-763177.0
OPENLA_3045_1,-6846807.0
OPENLA_3046_1,-1829836.0
OPENLA_3047_1,-83765502.0
OPENLA_3048_1,83765502.0
OPENLA_3049_1,-78795264.0
OPENLA_3050_1,-83765502.0
OPENLA_3051_1,-6711960.0
OPENLA_3052_1,-748406.0
OPENLA_3053_1,-6678687.0
OPENLA_3054_1,-1782750.0
OPENLA_3055_1,-749024.0
OPENLA_3056_1,-3475736.0
OPENLA_3057_1,-2408568.0
OPENLA_3058_1,-1145743.0
OPENLA_3059_1,-10029952.0
OPENLA_3060_1,-3257499.0
OPENLA_3061_1,-3156204.0
OPENLA_3062_1,-2241906.0
OPENLA_3063_1,-1101954.0
OPENLA_3064_1,-9858248.0
OPENLA_3065_1,-9669272.0
OPENLA_3066_1,-3526384.0
OPENLA_3067_1,-459435.0
OPENLA_3068_1,-11965305.0
OPENLA_3069_1,-756818.0
OPENLA_3070_1,-3285033.0
OPENLA_3071_1,-2694635.0
OPENLA_3072_1,-6462400.0
OPENLA_3073_1,-1174062.0
OPENLA_3074_1,-1144250.0
OPENLA_3075_1,-906272.0
OPENLA_3076_1,-12039987.0
OPENLA_3077_1,-4086162.0
OPENLA_3078_1,-3756233.0
OPENLA_3079_1,-2821678.0
OPENLA_3080_1,-3057754.0
OPENLA_3081_1,-19859793.0
OPENLA_3082_1,-6121781.0
OPENLA_3083_1,3021076.0
OPENLA_3084_1,-609234.0
OPENLA_3085_1,-733171.0
OPENLA_3086_1,-9509760.0
OPENLA_3087_1,-9789693.0
OPENLA_3088_1,-3106967.0
OPENLA_3089_1,-9596392.0
OPENLA_3090_1,-3242607.0
OPENLA_3091_1,-9349475.0
OPENLA_3092_1,-2935567.0
OPENLA_3093_1,-2880995.0
OPENLA_3094_1,-919453.0
OPENLA_3095_1,-2971358.0
OPENLA_3096_1,-6025904.0
OPENLA_3097_1,2935567.0
OPENLA_3098_1,-2941780.0
OPENLA_3099_1,-8833764.0
OPENLA_3100_1,-2484496.0
OPENLA_3101_1,-6005195.0
OPENLA_3102_1,-7428078.0
OPENLA_3103_1,-1328960.0
OPENLA_3104_1,-13837487.0
OPENLA_3105_1,-267366013.0
OPENLA_3106_1,-2342693.0
OPENLA_3107_1,-3183877.0
OPENLA_3108_1,-114503.0
OPENLA_3109_1,-3582048.0
OPENLA_3110_1,-10184384.0
OPENLA_3111_1,-1140676.0
OPENLA_3112_1,-452679.0
OPENLA_3113_1,-1108862.0
OPENLA_3114_1,-1100226.0
OPENLA_3115_1,-9850209.0
OPENLA_3116_1,-2406129.0
OPENLA_3117_1,-2398395.0
OPENLA_3118_1,-10554919.0
OPENLA_3119_1,-1099680.0
OPENLA_3120_1,-1132942.0
OPENLA_3121_1,-3052877.0
OPENLA_3122_1,-12451861.0
OPENLA_3123_1,-43306023.0
OPENLA_3124_1,-2685796.0
OPENLA_3125_1,-2755944.0
OPENLA_3126_1,-5652897.0
OPENLA_3127_1,-12270943.0
OPENLA_3128_1,-492455.0
OPENLA_3129_1,-2760663.0
OPENLA_3130_1,-4107574.0
OPENLA_3131_1,-4962243.0
OPENLA_3132_1,-8736787.0
OPENLA_3133_1,-2906573.0
OPENLA_3134_1,-3027821.0
OPENLA_3135_1,-19451930.0
OPENLA_3136_1,-2827858.0
OPENLA_3137_1,-9647530.0
OPENLA_3138_1,-4376605.0
OPENLA_3139_1,-4951186.0
OPENLA_3140_1,-3358926.0
OPENLA_3141_1,-839407.0
OPENLA_3142_1,-9732899.0
OPENLA_3143_1,-5810220.0
OPENLA_3144_1,-3118691.0
OPENLA_3145_1,-22541657.0
OPENLA_3146_1,-2952077.0
OPENLA_3147_1,-2963403.0
OPENLA_3148_1,-7772616.0
OPENLA_3149_1,-2978772.0
OPENLA_3150_1,-3064905.0
OPENLA_3151_1,-6093435.0
OPENLA_3152_1,-9816338.0
OPENLA_3153_1,-2578120.0
OPENLA_3154_1,-7330491.0
OPENLA_3155_1,-5738025.0
OPENLA_3156_1,-17260161.0
OPENLA_3157_1,-1328357.0
OPENLA_3158_1,-9771278.0
OPENLA_3159_1,-5902249.0
OPENLA_3160_1,-9598978.0
OPENLA_3161_1,-10319068.0
OPENLA_3162_1,-394941807.0
OPENLA_3163_1,-2363953.0
OPENLA_3164_1,-9973056.0
OPENLA_3165_1,-939222.0
OPENLA_3166_1,-898931.0
OPENLA_3167_1,59998823.0
OPENLA_3168_1,-1409903.0
OPENLA_3169_1,-9842144.0
OPENLA_3170_1,-6256277.0
OPENLA_3171_1,-903046.0
OPENLA_3172_1,-445122.0
OPENLA_3173_1,-1409795.0
OPENLA_3174_1,-13632246.0
OPENLA_3175_1,-2560381.0
OPENLA_3176_1,-5801754.0
OPENLA_3177_1,-6061570.0
OPENLA_3178_1,-9219819.0
OPENLA_3179_1,-6213043.0
OPENLA_3180_1,-3093466.0
OPENLA_3181_1,-30472075.0
OPENLA_3182_1,-5971642.0
OPENLA_3183_1,-31415893.0
OPENLA_3184_1,-12319942.0
OPENLA_3185_1,-5697538.0
OPENLA_3186_1,-8098098.0
OPENLA_3187_1,-2475587.0
OPENLA_3188_1,-2327926.0
OPENLA_3189_1,-488188.0
OPENLA_3190_1,-1509408.0
OPENLA_3191_1,-9966466.0
OPENLA_3192_1,-2987482.0
OPENLA_3193_1,-6089561.0
OPENLA_3194_1,-4828129.0
OPENLA_3195_1,-15811877.0
OPENLA_3196_1,-3188307.0
OPENLA_3197_1,-1222126.0
OPENLA_3198_1,-13110087.0
OPENLA_3199_1,-2241690.0
OPENLA_3200_1,-6288246.0
OPENLA_3201_1,-6200818.0
OPENLA_3202_1,-3146793.0
OPENLA_3203_1,-6287734.0
OPENLA_3204_1,-18871509.0
OPENLA_3205_1,-5637645.0
OPENLA_3206_1,-14908378.0
OPENLA_3207_1,-8403610.0
OPENLA_3208_1,-5645262.0
OPENLA_3209_1,-160147.0
OPENLA_3210_1,-4264250.0
OPENLA_3211_1,-2695402.0
OPENLA_3212_1,-650352.0
OPENLA_3213_1,-2054728.0
OPENLA_3214_1,-12203115.0
OPENLA_3215_1,-57671120.0
OPENLA_3216_1,-10653766.0
OPENLA_3217_1,-1092987.0
OPENLA_3218_1,-5556568.0
OPENLA_3219_1,-2821750.0
OPENLA_3220_1,-5723382.0
OPENLA_3221_1,-388316677.0
OPENLA_3222_1,53779580.0
OPENLA_3223_1,-7742834.0
OPENLA_3224_1,-1704950.0
OPENLA_3225_1,-971039.0
OPENLA_3226_1,-5639783.0
OPENLA_3227_1,-12016435.0
OPENLA_3228_1,-7795717.0
OPENLA_3229_1,-5655948.0
OPENLA_3230_1,-17425030.0
OPENLA_3231_1,-3111398.0
OPENLA_3232_1,-2779151.0
OPENLA_3233_1,-31474430.0
OPENLA_3234_1,-10425029.0
OPENLA_3235_1,-507492.0
OPENLA_3236_1,-2543061.0
OPENLA_3237_1,-340430266.0
OPENLA_3238_1,-338398348.0
OPENLA_3239_1,-5490070.0
OPENLA_3240_1,-2624999.0
OPENLA_3241_1,-26706210.0
OPENLA_3242_1,-5136286.0
OPENLA_3243_1,-3104083.0
OPENLA_3244_1,-1577150.0
OPENLA_3245_1,-2365718.0
OPENLA_3246_1,-8761659.0
OPENLA_3247_1,-1905.0
OPENLA_3248_1,-2421.0
OPENLA_3249_1,-1905.0
OPENLA_3250_1,-1905.0
OPENLA_3251_1,-2441.0
OPENLA_3252_1,-1905.0
OPENLA_3253_1,-2424.0
OPENLA_3254_1,-1147953.0
OPENLA_2476_1,6551506.0
OPENLA_2488_1,7361225.0
OPENLA_2489_1,3488025.0
OPENLA_2490_1,18407271.0
OPENLA_2491_1,7948000.0
OPENLA_2531_1,14399954.0
OPENLA_2532_1,1166109.0
OPENLA_2533_1,17171355.0
OPENLA_2549_1,10856381.0
OPENLA_2567_1,1126642.0
OPENLA_2575_1,122729339.0
OPENLA_2578_1,-4979535.0
OPENLA_2873_1,-6551506.0
OPENLA_2885_1,-7361225.0
OPENLA_2886_1,-3488025.0
OPENLA_2887_1,-18407271.0
OPENLA_2888_1,-7948000.0
OPENLA_2928_1,-14399954.0
OPENLA_2929_1,-1166109.0
OPENLA_2930_1,-17171355.0
OPENLA_2946_1,-10856381.0
OPENLA_2964_1,-1126642.0
OPENLA_2972_1,-122729339.0
OPENLA_2975_1,4979535.0
PBZ-24-00345_1,1368543.83
PBZ-24-00230_1,-75682.0
PBZ-24-00231_1,-35418.0
PBZ-24-00232_1,-150266.0
PBZ-24-00233_1,-363139.0
PBZ-24-00234_1,-427269.0
PBZ-24-00669_1,-109618.02
PBZ-24-00002_1,12700.0
PBZ-24-00366_1,-1368543.83
PBZ-24-00373_1,-1368543.83
PBZ-24-00367_1,1368543.83
PBZ-24-00374_1,1368543.83
SZPBZ24+00352_1,840373.16
PBZ-24-00001_1,17505.4
PBZ-24-00003_1,909746.6
PBZ-24-00004_1,1394664.15
PBZ-24-00005_1,784831.7
PBZ-24-00029_1,19488.6
PBZ-24-00031_1,5623.2
PBZ-24-00035_1,20322.0
PBZ-24-00039_1,3043.2
PBZ-24-00042_1,940.54
PBZ-24-00056_1,2790535.0
PBZ-24-00059_1,2944185.0
PBZ-24-00060_1,8494878.0
PBZ-24-00061_1,9858070.0
PBZ-24-00077_1,832919.0
PBZ-24-00245_1,35147.54
PBZ-24-00030_1,9941.1
PBZ-24-00019_1,688489.8
PBZ-24-00015_1,-784831.7
PBZ-24-00018_1,-688489.8
PBZ-24-00387_1,435000.0
PBZ-24-00388_1,20187.0
PBZ-24-00389_1,1497.0
PBZ-24-00390_1,140000.0
PBZ-24-00599_1,20187.0
PBZ-24-00598_1,-20187.0
PBZ-24-00017_1,784831.7
PBZ-24-00653_1,5008.89
SZPBZ24+00077_1,2200752.0
SZPBZ24+00082_1,9941.1
SZPBZ24+00185_1,20322.0
SZPBZ24+00189_1,6688880.0
SZPBZ24+00253_1,655842.0
SZPBZ24+00255_1,3043.2
SZPBZ24+00356_1,784005.71
SZPBZ24+00393_1,866804.2
SZPBZ24+00408_1,35147.54
PBZ-24-00009_1,304384.05
PBZ-24-00010_1,17050.0
PBZ-24-00025_1,24294.6
PBZ-24-00037_1,4814.68
PBZ-24-00038_1,14810.46
PBZ-24-00041_1,4650.9
PBZ-24-00062_1,6017136.0
PBZ-24-00064_1,8437055.0
PBZ-24-00067_1,2517648.0
PBZ-24-00068_1,2819400.0
PBZ-24-00070_1,10109119.0
PBZ-24-00073_1,6597472.0
PBZ-24-00076_1,1369981.0
PBZ-24-00080_1,3198844.0
PBZ-24-00081_1,9281351.0
PBZ-24-00092_1,2258314.0
PBZ-24-00204_1,141876.0
PBZ-24-00205_1,276876.0
PBZ-24-00208_1,15624.0
PBZ-24-00228_1,887298.23
PBZ-24-00079_1,6592.82
PBZ-24-00099_1,28433.75
PBZ-24-00206_1,71046.0
PBZ-24-00207_1,-141876.0
PBZ-24-00670_1,-10415.41
PBZ-24-00071_1,6309825.0
PBZ-24-00209_1,141876.0
SZPBZ24+00033_1,2518775.0
SZPBZ24+00060_1,212922.0
SZPBZ24+00063_1,4966866.0
SZPBZ24+00065_1,2220000.0
SZPBZ24+00066_1,6643350.0
SZPBZ24+00072_1,4814.68
SZPBZ24+00086_1,698660.02
SZPBZ24+00244_1,4650.9
SZPBZ24+00201_1,7308150.0
SZPBZ24+00276_1,292500.0
SZPBZ24+00286_1,5191.2
SZPBZ24+00386_1,24725.0
PBZ-24-00006_1,5423.84
PBZ-24-00007_1,17578.4
PBZ-24-00008_1,5428.2
PBZ-24-00011_1,310096.42
PBZ-24-00012_1,7044.0
PBZ-24-00013_1,7044.0
PBZ-24-00014_1,7020.0
PBZ-24-00023_1,30492.0
PBZ-24-00036_1,36996.7
PBZ-24-00040_1,10156.84
PBZ-24-00043_1,12627.2
PBZ-24-00044_1,4738.56
PBZ-24-00045_1,12919.0
PBZ-24-00046_1,5341.6
PBZ-24-00047_1,20064.0
PBZ-24-00048_1,1342.92
PBZ-24-00051_1,8215.2
PBZ-24-00052_1,16084.6
PBZ-24-00055_1,6286386.0
PBZ-24-00058_1,2377074.0
PBZ-24-00065_1,7325208.0
PBZ-24-00066_1,10115131.0
PBZ-24-00082_1,2652852.0
PBZ-24-00083_1,9740113.0
PBZ-24-00084_1,2647239.0
PBZ-24-00085_1,10078720.0
PBZ-24-00086_1,8565774.0
PBZ-24-00087_1,3165199.0
PBZ-24-00088_1,9897948.0
PBZ-24-00089_1,2536889.0
PBZ-24-00090_1,2823210.0
PBZ-24-00094_1,9853392.0
PBZ-24-00095_1,1465650.0
PBZ-24-00104_1,972839.25
PBZ-24-00106_1,858888.32
PBZ-24-00119_1,761811.71
PBZ-24-00224_1,-761811.71
PBZ-24-00622_1,-747.0
PBZ-24-00623_1,-746.4
PBZ-24-00225_1,759306.0
PBZ-24-00654_1,5642.2
SZPBZ24+00062_1,1997550.0
SZPBZ24+00069_1,4949910.0
SZPBZ24+00119_1,761811.71
SZPBZ24+00157_1,8215.2
SZPBZ24+00162_1,16084.6
SZPBZ24+00190_1,7774720.0
SZPBZ24+00198_1,7793660.0
SZPBZ24+00225_1,4738.56
SZPBZ24+00232_1,12919.0
SZPBZ24+00251_1,10156.84
SZPBZ24+00252_1,1342.92
MISC05-24-000002_1,3339.0
SZPBZ24+00288_1,2492283.0
SZPBZ24+00389_1,55458.75
SZPBZ24+00392_1,21108.0
SZPBZ24+00411_1,614480.77
PBZ-24-00016_1,4812.0
PBZ-24-00024_1,49346.7
PBZ-24-00026_1,118389.6
PBZ-24-00028_1,91904.4
PBZ-24-00049_1,19406.4
PBZ-24-00053_1,230474.6
PBZ-24-00054_1,67426942.0
PBZ-24-00057_1,3389567.0
PBZ-24-00063_1,8850922.0
PBZ-24-00069_1,5307889.0
PBZ-24-00072_1,1963503.0
PBZ-24-00074_1,9294612.0
PBZ-24-00075_1,9718739.0
PBZ-24-00078_1,7575315.0
PBZ-24-00091_1,1409065.0
PBZ-24-00093_1,9919462.0
PBZ-24-00096_1,10062972.0
PBZ-24-00097_1,2660950.0
PBZ-24-00105_1,782088.04
PBZ-24-00120_1,840373.16
PBZ-24-00034_1,27187.6
PBZ-24-00100_1,168615.0
PBZ-24-00027_1,28249.64
PBZ-24-00032_1,49541.56
PBZ-24-00199_1,-168615.0
PBZ-24-00214_1,-840373.16
PBZ-24-00098_1,9875901.0
PBZ-24-00050_1,0.0
PBZ-24-00200_1,168616.8
PBZ-24-00222_1,840373.16
PBZ-24-00655_1,5082.42
PBZ-24-00667_1,5076.42
SZPBZ24+00026_1,1965810.0
SZPBZ24+00125_1,811139.27
SZPBZ24+00187_1,7923600.0
SZPBZ24+00259_1,7318592.0
SZPBZ24+00415_1,16119.0
SZPBZ24+00507_1,19406.4
SZPBZ24+00092_1,899095.8
SZPBZ24+00112_1,858785.09
PBZ-24-00020_1,12148.2
PBZ-24-00021_1,10727.2
PBZ-24-00022_1,12964.2
PBZ-24-00033_1,10718.0
PBZ-24-00111_1,820342.78
PBZ-24-00128_1,10556.0
PBZ-24-00135_1,9593885.0
PBZ-24-00139_1,5636.4
PBZ-24-00142_1,3129562.0
PBZ-24-00151_1,2586546.0
PBZ-24-00152_1,2691536.0
PBZ-24-00175_1,2037.86
PBZ-24-00137_1,5589.96
PBZ-24-00169_1,27755.25
PBZ-24-00181_1,1454.64
PBZ-24-00216_1,799195.27
PBZ-24-00600_1,-27755.25
PBZ-24-00608_1,-27755.25
PBZ-24-00672_1,-29459.69
PBZ-24-00601_1,27755.25
PBZ-24-00609_1,14196.75
PBZ-24-00610_1,13558.5
SZPBZ24+00006_1,11600.34
SZPBZ24+00027_1,1960980.0
SZPBZ24+00075_1,2036650.0
SZPBZ24+00120_1,799195.27
SZPBZ24+00138_1,783149.89
SZPBZ24+00164_1,10556.0
SZPBZ24+00405_1,12964.2
PBZ-24-00101_1,4946.04
PBZ-24-00102_1,4823.28
PBZ-24-00112_1,964572.63
PBZ-24-00130_1,10466.0
PBZ-24-00134_1,14268.86
PBZ-24-00143_1,2448032.0
PBZ-24-00146_1,4802.98
PBZ-24-00150_1,9582.08
PBZ-24-00155_1,2663901.0
PBZ-24-00156_1,1082478.0
PBZ-24-00157_1,3520440.0
PBZ-24-00158_1,3456432.0
PBZ-24-00159_1,5363642.0
PBZ-24-00160_1,2620162.0
PBZ-24-00164_1,4387992.0
PBZ-24-00166_1,1651890.0
PBZ-24-00174_1,1173810.0
PBZ-24-00198_1,796107.11
PBZ-24-00645_1,811152.45
PBZ-24-00144_1,4873.78
PBZ-24-00147_1,18148.2
PBZ-24-00179_1,3905.0
PBZ-24-00195_1,8479.8
PBZ-24-00103_1,-763.84
PBZ-24-00129_1,2998475.0
PBZ-24-00656_1,5038.65
SZPBZ24+00005_1,8479.8
SZPBZ24+00042_1,2469600.0
SZPBZ24+00058_1,2772000.0
SZPBZ24+00149_1,796107.11
SZPBZ24+00177_1,18148.2
SZPBZ24+00247_1,3455112.0
SZPBZ24+00250_1,7265516.0
SZPBZ24+00280_1,4802.98
SZPBZ24+00366_1,3799296.0
PBZ-24-00138_1,3408083.0
PBZ-24-00149_1,36561.2
PBZ-24-00154_1,16772382.0
PBZ-24-00162_1,6519037.0
PBZ-24-00172_1,16524.0
PBZ-24-00182_1,9023.48
PBZ-24-00211_1,6480.0
PBZ-24-00212_1,8880.0
PBZ-24-00217_1,858785.09
PBZ-24-00218_1,899095.8
PBZ-24-00351_1,761832.78
PBZ-24-00171_1,19546.8
PBZ-24-00197_1,14760.9
PBZ-24-00595_1,9298.4
PBZ-24-00136_1,16934.62
PBZ-24-00362_1,-761832.78
PBZ-24-00131_1,2956951.0
PBZ-24-00161_1,0.0
PBZ-24-00363_1,759327.0
PBZ-24-00657_1,5643.6
PBZ-24-00658_1,5641.52
SZPBZ24+00029_1,460000.0
